aaab 昌明
iwahm 福星
iwcir 广播公司
iwcsh 福分
iwdbu 福相
iwdd 福林
iweeq 福泽
iwejg 龙困浅滩
iwfbg 庙堂
iwgpd 福地
iwhdn 福利
iwhdr 福和
iwhng 福利社
iwhnr 福利品
iwhns 威逼利诱
iwhop 福德
iwhqi 福特
iwhtc 畚箕
iwhvd 福乐
iwife 福禄
iwifl 福神
iwifm 福祉
iwifu 庙祝
iwikp 救国救民
iwilb 福州市
iwill 福州
iwiuk 祝咽祝哽
iwjmd 庙宇
iwjv 福安
iwlmi 福将
iwlrr 求田问舍
iwluu 广播电视
iwlwu 祸福由己
iwmca 福晋
iwmfm 为富不仁
iwmg 福王
iwmkp 祸国殃民
iwmus 祸福无门
iwnkq 福建
iwnlm 福隆
iwnnb 说溜了嘴
iwnqu 福建省
iwoch 福份
iwomi 庙会
iwomn 福气
iwopj 福华
iwqer 书面报告
iwqiu 福寿山
iwqki 福寿
iwqou 救困扶危
iwrms 庙号
iwtei 福薄
iwtlu 广播节目
iwtnb 福荫
iwwyi 发奋图强
iwyg 庙主
iwyib 调幅过高
iwymc 祸福与共
iwyta 福音
iwyur 龙蟠虎踞
ixhhk 谄笑
ixivo 谄谀
ixomv 谄佞
ixvau 谄媚
iybni 诉冤
iyck 广交
iyers 课外活动
iyers 户外活动
iyftm 靡烂
iyhgr 讣告
iyhlj 诚非所料
iyiii 诉讼法
iyiik 诉讼状
iyije 诉求
iyikh 课外读物
iyioa 靡靡之音
iyisy 诽谤罪
iyiva 诉诸
iyivb 诉请
iyivi 诉讼
iyivs 诽谤
iyivu 诉说
iyjqr 谗害
iylmk 诉状
iylsj 讣闻
iymbj 台海两岸
iymfp 诉愿
iyosn 为非作歹
iytgv 救寒莫如重裘
iytjr 诉苦
iyyk 讣文
iyymr 谗言
iyyue 龙舟竞渡
jaahl 寒暑易节
jadav 宿根
jafbd 宿学
jagp 宿志
jahhw 宿留
jajcj 戴日戴斗
jajkp 耆老
jajoa 耆宿
jakok 宿疾
jalmi 宿将
jamfp 宿愿
jamwj 宿醉
jani 宿夕
janup 宿怨
jaojo 老僧入定
jaolp 宿命论
jaomb 宿儒
jaomb 耆儒
jaoml 宿命
jaomr 宿舍
japt 宿世
jarir 戟指嚼舌
jata 宿昔
jatbr 宿营
jatc 宿业
javmm 未婚妈妈
javmo 宿缘
javnd 宿好
jawk 宿因
jaybg 宿望
jayg 宿主
jaylj 朝日新闻
jb 十月
jba 朝日
jbaa 南昌
jbaab 南昌市
jbab 南明
jbabq 朝晖
jbats 朝曦
jbbhu 朝见
jbbmi 南县
jbbmr 胡同
jbbse 朝服
jbbse 胡服
jbci 寓公
jbckn 十有八九
jbddf 宵禁
jbdeh 胡椒粉
jbdel 南极洲
jbdew 南极圈
jbdlo 胡桃
jbdne 南极
jbdni 教育机构
jbdot 胡桃钳
jbdt 胡来
jbdtc 南横
jbdye 胡椒
jbeep 胡汉民
jbefh 南沙
jbeg 朝圣
jbegw 朝圣团
jbehk 南澳
jbei 南戏
jbekk 南澳溪
jbeod 胡涂
jbeoy 南海
jbetq 南洋
jbetu 南港
jbeub 颠沛流离
jbeus 南港区
jbf 宵小
jbfdu 教育学院
jbfgg 富丽堂皇
jbfqe 南半球
jbglu 乾端坤倪
jbgov 南越
jbhbh 未雨稠缪
jbhbr 朝向
jbhge 教育程度
jbhgj 老调重弹
jbhhm 胡笙
jbhho 胡须
jbhjr 南管
jbhkr 胡笳
jbhnd 窗明几净
jbhne 教育制度
jbhnk 南风
jbhnk 教育行政
jbhno 安而行之
jbhqj 朝拜
jbhru 胡乱
jbhsl 寓所
jbhvd 胡乐
jbhvo 胡瓜
jbhvo 南瓜
jbicw 胡麻油
jbiev 未明求衣
jbig 南庄
jbijc 胡麻
jbijn 都市计划
jbiju 都市计画
jbir 南台
jbivm 胡诌
jbivu 胡说
jbjbk 朝献
jbjbk 窝窝头
jbjbv 窝囊
jbjd 南宋
jbjfa 教育宗旨
jbjjb 朝朝
jbjjb 南朝
jbjjs 南韩
jbjmo 窝家
jbjrb 南胡
jbjve 窝囊废
jbkdj 定期存单
jbkdo 定期存款
jbkha 案情大白
jbknb 十病九痛
jblis 南门
jblmo 朝贵
jblmp 南北
jblmy 南非
jblpb 南北朝
jblpe 南北极
jblpo 南北货
jblsb 胡闹
jblud 戴高帽子
jbluk 家用电脑
jblyu 剜肉补疮
jbmbe 朝霞
jbmbo 朝贡
jbmbr 朝露
jbmej 支离破碎
jbmfo 惠而不费
jbmgn 胡琴
jbmij 老而不死是为贼
jbmk 朝天
jbmku 南无
jbmmk 朝政
jbmno 教育厅长
jbmnr 窝瓦河
jbmod 宏儒硕学
jbmp 克肩一心
jbmt 南开
jbmtc 南亚
jbmwl 南面
jbmy 朝下
jbmy 南下
jbnd 帘子
jbnd 胡子
jbndk 妻离子散
jbnfg 老而弥坚
jbngm 南疆
jbni 朝夕
jbniy 朝外
jbnkg 朝廷
jbnla 朝阳
jbnla 南阳
jbnmq 朝鲜
jbnmr 胡骑
jbo 胡人
jbobn 南侧
jbogd 窝集
jboik 朝仪
jboip 朝代
jboke 家常便饭
jboln 胡佛
jbomi 朝会
jbomn 朝气
jbomu 南岳
jbopo 南货
jbor 都市人口
jbp 窝心
jbphg 灾情惨重
jbpjr 真情毕露
jbqeb 南投市
jbqei 南投县
jbqem 戴月披星
jbqfu 胡搅
jbqhe 南投
jbqvy 安内攘外
jbqyb 胡搞
jbqym 胡扯
jbsjr 寓居
jbsjs 朝聘
jbsk 南区
jbsko 南欧
jbsso 教育局长
jbtaa 朝朝暮暮
jbtab 帘幕
jbtbd 南荣
jbtbn 朝前
jbtgk 南美
jbtip 寡情薄意
jbtis 窝藏
jbtkl 南美洲
jbtmu 朝觐
jbtny 胡萝卜
jbtw 南曲
jbu 朝山
jbu 南山
jbuoi 南岭
jbvbh 未雨绸缪
jbvdu 富而好礼
jbvmb 朝纲
jbvmg 胡缠
jbvms 南纬
jbvrp 宥恕
jbvvd 窝巢
jbwge 窝里反
jbwgn 朝野
jbwip 直布罗陀
jbwmi 南国
jbwr 南回
jbyci 南蛮
jbyfb 南京市
jbygk 实用主义
jbygk 客随主便
jbyhr 胡适
jbyhs 南方
jbyks 南边
jbylo 窝逃
jbylo 教育部长
jbym 朝上
jbymr 寓言
jbyok 宵夜
jbyps 胡虏
jbyrf 南京
jbyrl 南部
jbyro 胡适之
jbyro 究而言之
jbysk 南方澳
jbytb 南端
jbytp 寓意
jcadi 寅时
jcahm 戴星
jcamo 真是
jcb 寅月
jcbmr 协同
jcbms 协助
jcchk 真分数
jcdbu 真相
jcdhe 真皮
jcdll 案兵束甲
jcdtn 空穴来风
jcfvk 真数
jcg 宾士
jcha 宾白
jchai 真的
jchdr 协和
jchf 十分寮
jchkj 戴奥辛
jchmn 十八般武艺
jcibi 协调会
jcifu 宾礼
jcik 真义
jciks 协议书
jcill 宾州
jcivb 协调
jcivb 真谛
jcivk 协议
jcivr 宾语
jcivr 宾词
jcivr 真话
jcivs 真诚
jcjcm 真空
jcjcv 穿金戴银
jcjhr 宾客
jcjkd 戴孝
jcjkm 真实性
jcjmo 协定
jcjmr 真空管
jcjmr 宜嗔宜喜
jcjyk 真实
jcks 协力
jcksc 协办
jcksq 协力车
jclpj 南箕北斗
jclud 戴帽子
jcmdv 寓兵于农
jcmfd 真金不怕火炼
jcmff 真金烈火
jcmfh 真不少
jcmgd 真珠
jcmgg 真理
jcmgg 协理
jcmk 戴天
jcmrg 真确
jcmwu 真面目
jcmym 真正
jcnld 真除
jcnls 协防
jcnqm 寡廉鲜耻
jcnvr 宾馆
jco 真人
jcoee 真真假假
jcois 真伪
jcokr 真知
jcoks 老骥伏枥
jcomi 协会
jcoo 宾从
jcoos 协作
jcoqi 真传
jcore 真假
jcovo 真似
jcoyt 穴位
jcp 真心
jcphm 真性
jcpir 真心话
jcpqb 真情
jcpsh 真切
jcqiq 真挚
jcqkk 协奏
jcqkw 协奏曲
jcrrr 真品
jcsdk 十八层地狱
jcsh 十分
jcsjr 穴居
jctrk 真善美
jctuw 古典芭蕾
jcviw 协约国
jcvmi 协约
jcwd 宾果
jcwie 十八罗汉
jcwkm 穷兵黩武
jcyad 古典音乐
jcyam 协韵
jcybu 戴高帽
jcycb 协商
jcye 十八变
jcyg 宾主
jcygk 古典主义
jcyij 真率
jcym 戴上
jcymr 真言
jcytp 真意
jcytu 穴道
jcyyc 真迹
jdbdm 十字军东征
jdbgl 字脚
jdbhu 未见
jdbkf 未然
jdbog 栽赃
jdbse 孝服
jdbui 未见得
jdbuv 字眼
jdbv 未妥
jdcnh 孝弟
jdcwa 未曾
jddav 字根
jddhe 案板
jddjm 栽植
jddjr 穷途末路
jddt 未来
jddtq 字样
jdduo 教学相长
jdedi 宾果游戏
jdedt 老谋深算
jdefn 穷途潦倒
jdelf 家学渊源
jdelo 博施济众
jdemf 字源
jdemn 宫保鸡丁
jdemq 宋江阵
jdes 字汇
jdetb 未满
jdfbd 宋学
jdfbi 未尝
jdfqu 案卷
jdfvk 字数
jdgyr 栽培
jdhdk 栽秧
jdhdl 栽种
jdhed 字条
jdhii 守株待兔
jdhn 未几
jdhnk 十字街头
jdhnr 十字街口
jdhoi 字符
jdhon 孝行
jdhtd 教猱升木
jdhx 窠臼
jdhyt 字盘
jdibm 实地调查
jdibp 未能
jdids 字书
jdik 字义
jdikq 字库
jdimi 穷于应付
jdimk 未决
jdiod 者也之乎
jdivd 字谜
jdive 案发
jdivq 未详
jdivr 宋词
jdjjb 宋朝
jdjkm 宋教仁
jdjlw 宇宙
jdjmf 孝宗
jdjmo 未定
jdjmu 未完
jdjqn 载浮载沉
jdjwj 宇宙线
jdjwu 宇宙观
jdke 孝友
jdkne 十米九糠
jdlbk 未央
jdlbr 字帖
jdll 字串
jdllo 孝顺
jdlnk 案牍
jdlw 案由
jdmdn 字字珠玑
jdmfs 孝子不匮
jdmgd 事亲至孝
jdmkq 安享天年
jdmku 宁静致远
jdmmu 字元
jdmng 字型
jdmon 宋瓷
jdmrm 字码
jdmth 字形
jdmuh 寂静无声
jdmuk 安于现状
jdmuw 字画
jdmwl 字面
jdnau 未免
jdnd 寨子
jdnd 案子
jdnd 孝子
jdndg 翰林子墨
jdnhe 未及
jdnle 孝陵
jdnmp 橐驼
jdnn 未了
jdnnb 未了情
jdnnj 博学多闻
jdnno 未了缘
jdo 宋人
jdob 宇内
jdodi 未付
jdodm 字体
jdohq 案件
jdoip 宋代
jdokr 未知
jdomd 宋体字
jdomk 未便
jdomn 栽倒
jdomn 案例
jdori 惠子知我
jdork 未知数
jdp 孝心
jdpch 孝悌
jdph 未必
jdpqb 案情
jdpr 字句
jdqsr 字据
jdrms 字号
jdrrr 十字路口
jdrvk 栽跟头
jdtab 字幕
jdtab 朝梁暮周
jdtao 朝秦暮楚
jdtbc 字典
jdtbn 字幕机
jdtcr 直呼其名
jdthu 案首
jdthu 字首
jdtkr 未若
jdtol 孝养
jdtop 栽花
jdtrk 孝敬
jdv 孝女
jdvao 未婚夫
jdvav 未婚妻
jdvha 未婚
jdvir 未始
jdvmm 孝经
jdvmp 字纸
jdvoe 寤寐以求
jdvpv 字纸篓
jdvrh 完好如初
jdvvd 窠巢
jdwks 孝男
jdwmi 宋国
jdwp 孝思
jdwyi 字母
jdyad 案桌
jdyg 寨主
jdygk 教条主义
jdyhg 未遑
jdyk 案头
jdyou 未遂犯
jdyta 字音
jdyto 未遂
jdytu 孝道
jdyv 未亡
jdyvo 未亡人
jdyyc 字迹
jebie 支脉
jebkf 寂然
jebmc 寝具
jebms 支助
jebq 支用
jedrr 支支梧梧
jedyg 支柱
jeehv 支派
jeeyu 支流
jehgc 故伎重演
jehgc 故技重演
jehin 官报私仇
jehlv 寅支卯粮
jeied 卖友求荣
jeifm 支应
jeiop 寒泉之思
jeiyr 支店
jejkb 实报实销
jejmg 寝室
jejrr 寝宫
jejsh 寂寥
jejtk 寂寞
jejur 克逮克容
jekrd 支架
jekrp 突发奇想
jemf 寂灭
jemfi 支票簿
jemj 支干
jemmr 支吾
jemrr 支支吾吾
jemul 穷极无聊
jemwf 支票
jemwu 支配
jenbq 支解
jenig 朝发夕至
jenlo 支队
jenoo 支队长
jenri 胡服骑射
jeodi 支付
jeogg 寇雠
jeoio 支领
jeoiv 寝食
jeojk 支使
jeokk 空腹便便
jeomi 支会
jeonr 支气管
jeoro 家殷人足
jeoyv 家破人亡
jeqbd 寂静
jeqbe 支援
jeqfq 支撑
jeqgi 支持
jeqie 支拨
jeqis 支持力
jeqqd 支撑架
jermr 支路
jesje 支取
jeslo 支颐
jesql 支那
jessr 支局
jetkr 穷寇莫追
jetsl 支节
jeuu 支出
jevmj 支线
jevmu 支绌
jeybp 空腹高心
jeyrf 支点
jeyrl 支部
jeyub 支离
jfbkf 索然
jfbob 索贿
jfbor 索赔
jfbpu 灾胞
jfcnh 宗弟
jfe 煮水
jfeg 宗圣
jfehv 宗派
jfeln 煮沸
jfeog 灾难
jffbg 古灵精怪
jffbu 察觉
jfftm 煮烂
jffun 察觉到
jffur 豁然省悟
jfhjc 家累千金
jfhko 寡不敌众
jfhmg 家累千金，坐不垂堂
jfhns 实际行动
jfhol 未焚徙薪
jfhqu 察看
jfhtd 直系血亲
jfifb 灾祸
jfifr 宗祠
jfihs 煮成
jfilw 宗庙
jfiom 官僚资本
jfivs 察访
jfjdk 宗教
jfjhd 索然寡味
jfjko 宗教家
jfjmg 宗室
jfjmo 事不宜迟
jfjqr 灾害
jfkpr 豁然大悟
jfllb 宗师
jfllp 灾患
jflmp 寮北
jflsu 索阅
jfmdm 寓禁于征
jfmfb 截然不同
jfmfs 寂然不动
jfmkf 寒灰更然
jfmkr 官僚政治
jfmnk 灾殃
jfmre 牢不可破
jfmrh 密不可分
jfmrk 牢不可拔
jfmsu 灾厄
jfmtb 豁然开朗
jfmud 索然无味
jfmup 安然无恙
jfnen 朝不及夕
jfnl 索引
jfno 索欠
jfnve 煮饭
jfoda 朝不保暮
jfodn 朝不保夕
jfoiv 煮食
jfoml 索命
jfool 索价
jfpa 宗旨
jfphm 索性
jfpqb 灾情
jfrhu 宗兄
jfrrf 察哈尔
jfrvp 灾民
jfsje 索取
jfsjr 索居
jfsk 灾区
jfsut 灾异
jftbd 煮菜
jftew 宗藩
jftnr 煮茗
jftvs 察勘
jftyu 灾荒
jfuui 卖不出去
jfwmi 寮国
jfwob 豁然贯通
jfyce 灾变
jfydb 直系亲属
jfydi 宗亲会
jfyeu 勃然变色
jfyge 宗主权
jfygk 官僚主义
jfygw 宗主国
jfyif 煮熟
jfypu 安不忘危
jfysk 宗族
jfysn 密不透风
jfytd 宗亲
jfytu 索道
jgbkf 截然
jgdus 守望相助
jgeat 室温
jgeqh 十里洋场
jgetb 塞满
jgfbr 塞尚
jgfdt 博士学位
jgfyd 安全火柴
jggi 截去
jghdb 截稿
jghfu 安全系统
jghgj 安土重迁
jghgr 安土重居
jghhw 截留
jghna 字里行间
jghup 窒息
jgied 卖主求荣
jgijn 家庭计划
jgiju 家庭计画
jgisp 老羞成怒
jgjbd 胡里胡涂
jgjin 宝里宝气
jgjkb 家庭教育
jgjkb 家庭教师
jgjke 客座教授
jgjnq 空难事件
jgjtk 十全十美
jgkdg 安全存量
jgke 室友
jgkjo 富室大家
jgknm 十室九空
jgkq 塞车
jgmeb 安全玻璃
jgmni 安全理事会
jgmri 窒碍
jgmt 截开
jgmwl 截面
jgmyh 家丑不可外扬
jgnd 塞子
jgniy 塞外
jgniy 室外
jgnlu 穿壁引光
jgnnm 直截了当
jgnrm 实至名归
jgo 塞入
jgob 塞内
jgob 室内
jgobd 室内乐
jgodo 定型化契约条款
jgoii 事在人为
jgont 古往今来
jgonv 安全气囊
jgosc 家庭作业
jgoyg 截住
jgoyg 塞住
jgppo 完全比赛
jgqmo 塞责
jgqnu 完全打击
jgqom 克里夫兰
jgqrd 老庄哲学
jgqu 截击
jgsje 截取
jgskb 家庭医师
jgsyo 宾主尽欢
jgtkg 克难英雄
jgtkk 截获
jgvbr 塞纳河
jgvdl 截断
jgvdr 克里姆林宫
jgvrm 宾至如归
jgyep 完全变态
jgygm 家庭主妇
jgyis 克难运动
jgylm 截止
jhboj 窃贼
jhbq 穿用
jhbq 窃用
jhcro 寡欲
jhdie 穿梭
jheba 突梯滑稽
jhebr 穿洞
jheww 宋才潘面
jhfbg 穿堂
jhfdr 寡糖
jhfmq 安步当车
jhggw 穿墙
jhgov 穿越
jhgrr 窃喜
jhgvu 穿越道
jhhhk 窃笑
jhhir 窃窃私语
jhhnd 事必躬亲
jhhui 故步自封
jhhul 穿鼻
jhifu 窃视
jhiod 容身之地
jhiop 未形之患
jhiot 窃盗
jhirm 老少咸宜
jhity 窃盗罪
jhjcu 真刀真枪
jhjdp 宝刀未老
jhjic 穿戴
jhjiu 安份守己
jhjiu 安分守己
jhjkd 穿孝
jhjkd 真才实学
jhjpn 老声老气
jhjsh 寥寥
jhjvb 守分安常
jhjvd 窃案
jhkhu 窃犯
jhkwr 宏才大略
jhkwr 宏材大略
jhmrk 寥寥可数
jhmso 家财万贯
jhmun 寥寥无几
jhndu 穿孔
jhnir 窃名
jhnlv 寡陋
jho 寡人
jho 穿入
jhojn 穷乡僻野
jhojv 穷乡僻壤
jhomr 寡合
jhopj 穿针
jhp 穿心
jhpqb 寡情
jhqey 卖身投靠
jhqhx 穿插
jhqlb 穿帮
jhqsr 窃据
jhrhl 窃听
jhrlr 窃听器
jhsj 穿耳
jhsjb 穿耳洞
jhsje 窃取
jhsjr 寡居
jhsqu 南沙群岛
jhsrd 博物君子
jhsyf 未必尽然
jhtav 朝趁暮食
jhtcj 穿凿
jhter 寥落
jhtjg 穿鞋
jhtqu 穿着
jhuwl 穿山甲
jhv 寡女
jhvdl 寡断
jhvmj 穿线
jhvnd 穿好
jhvri 守身如玉
jhvsm 寡妇
jhvtc 窃嫌
jhwkp 寡恩
jhwyi 寡母
jhydi 寡过
jhydi 穿过
jhyhs 穿透
jhyhv 穿衣
jhyk 寡头
jhykq 支分族解
jhym 穿上
jhymr 寡言
jhyr 寡占
jhysm 穿透性
jhytl 安身立命
jhyvu 穿衣镜
jiadi 守时
jib 蜜月
jibbe 博爱
jibhe 守财奴
jibkq 守军
jibo 宝贝
jibon 守则
jicsh 守分
jidpi 宏构
jiebu 宏观
jiegi 守法
jiegn 窒碍难行
jieqr 宁为鸡口毋为牛后
jieqr 宁为鸡口不为牛后
jifbd 博学
jifqu 宝眷
jifsj 定时炸弹
jig 博士
jig 守土
jigbo 宝塚
jigcv 守丧
jigis 守城
jigmg 博士班
jigpd 宝地
jigtr 宝塔
jiguj 事过境迁
jihbn 守制
jihew 守备
jihhd 博物学
jihhr 博物馆
jihhu 博物院
jihin 宝特瓶
jihoi 博得
jihqh 博物
jihqh 宝物
jihs 十成
jihxh 守身
jiied 富强康乐
jiihs 守成
jiik 宝庆
jiikq 宝库
jiiog 宝座
jiisi 蠹书虫
jijkd 守孝
jijmh 守寡
jijmi 宝宝
jijmw 宏富
jijpu 守密
jijrr 守宫
jik 博大
jik 宏大
jikag 宽宏大量
jikbs 教导有方
jikdn 宝刹
jila 守旧
jilij 蜜蜂
jilis 守门
jilit 宝监
jiliu 博览
jilmg 宏壮
jilmi 守将
jilmk 完璧归赵
jilmo 宝贵
jilsj 博闻
jilso 守门员
jilui 博览会
jimfg 支持不住
jimfp 宏愿
jimfr 未尝不可
jimgd 宝珠
jimgi 宝玉
jimhg 博雅
jimmg 窥豹一斑
jimmu 宝元
jimr 宝石
jimro 宏硕
jinik 朝令夕改
jinpo 克伐怨欲
jinvj 蜜饯
jioch 守份
jiolk 守候
jiomb 宏儒
jiomm 宏仁
jiomn 宝剑
jiomn 宝气
jioqs 宏伟
jioyg 守住
jioyr 守信
jioyt 宝位
jipa 宏旨
jipyu 宝岛
jiqis 守护
jiqis 守势
jiqnh 宏扬
jiqou 宏规
jiqsl 守护神
jirms 宝号
jisce 宝殿
jish 宝刀
jisje 博取
jislm 守卫
jismf 守灵
jitak 朝令暮改
jitbc 宝典
jitc 宏业
jitis 宝藏
jitlt 宝蓝
jitsl 守节
jiu 宝山
jiuni 守岁
jivmi 守约
jivmu 守纪
jivt 十诫
jivuq 守纪律
jiwhy 宏图
jiybg 守望
jiybo 守贞
jiyct 博弈
jiyjj 宏辩
jiyk 博达
jiyk 宏达
jiynb 官运亨通
jiyok 守夜
jiyru 宏亮
jjdbu 宰相
jjdd 十字架
jjdh 十字形
jjdp 十字花
jjdq 十字军
jjdr 十字路
jjedu 老残游记
jjegs 家贼难防
jjhbn 宰制
jjhiu 实弹射击
jjhmd 老蚌生珠
jjjrn 宰割
jjkd 宰杀
jjmdr 老蚌珠胎
jjmmm 十十五五
jjnbo 辜负
jjnd 十字
jjnii 穿凿附会
jjnik 朝闻夕改
jjniu 博闻强记
jjnlj 穿针引线
jjpri 字斟句酌
jjssb 老奸巨猾
jjtq 宰羊
jjyrk 朝闻道夕死可矣
jjyso 斡旋
jkaib 宪政时期
jkamg 丈量
jkamo 实是
jkbgj 事实胜于雄辩
jkbkf 突然
jkbmc 教具
jkbon 实则
jkbq 实用
jkbqa 尧天舜日
jkbqm 实用性
jkc 献金
jkck 教父
jkdbu 实相
jkddh 教材
jkde 实权
jkde 教权
jkdh 实才
jkdm 教本
jkebg 卖淫
jkegi 教法
jkehv 教派
jkeir 吏治
jkemw 献酒
jkfbb 故常
jkfbd 实学
jkfbd 教学
jkfbd 博大精深
jkfbg 教堂
jkfdi 教学法
jkfmu 卖光
jkfvk 实数
jkg 教士
jkg 故土
jkgis 故城
jkgou 突起
jkgpd 突地
jkgpd 故地
jkgpd 实地
jkgym 故址
jkhag 教皇
jkhdb 献策
jkhdn 实利
jkhed 教条
jkhes 实务
jkhes 教务
jkhes 献殷勤
jkhhk 卖笑
jkhhk 卖身契
jkhjo 实质
jkhjp 卖乖
jkhjs 教科书
jkhne 家族制度
jkhnm 克敌制胜
jkhom 实质性
jkhon 实行
jkhoo 教徒
jkhqh 实物
jkhqi 故我
jkhso 教务长
jkhsp 老大徒伤悲
jkhsy 教务处
jkhxh 献身
jkhxh 卖身
jkids 教书
jkifu 献礼
jkiif 宽大为怀
jkik 教义
jkimb 事实证明
jkimu 实况
jkiof 牢狱之灾
jkiog 卖座
jkion 戴天之仇
jkipv 突袭
jkirp 突感
jkirp 实感
jkiss 教书匠
jkivd 教课
jkive 突发
jkivj 献计
jkivl 教训
jkivm 实证
jkivr 献词
jkivr 实话
jkivu 实说
jkivy 教诲
jkjal 故都
jkjbb 胡天胡帝
jkjbd 胡天胡地
jkjcm 卖空
jkjcu 事实真相
jkjds 卖字号
jkje 实支
jkjef 空头支票
jkjhu 窦宪
jkjip 实惠
jkjkd 寂天寞地
jkjkp 故老
jkjln 故事
jkjln 实事
jkjmf 教宗
jkjmg 教室
jkjmi 献宝
jkjmu 卖完
jkjnm 故事性
jkjns 故事书
jkjrp 蠹政害民
jkjrr 教官
jkjrr 故宫
jkjvd 教案
jkjyk 故实
jkkb 实有
jkkbl 穷达有命
jkkbp 蠹政病民
jkke 教友
jkke 故友
jkke 卖友
jkkgg 实实在在
jkkhu 故犯
jkkip 故态
jkklg 实在
jkks 实力
jkks 卖力
jkla 故旧
jklbl 教师节
jklbo 卖帐
jkllb 教师
jkmbl 故而
jkmdd 寓教于乐
jkmem 突破性
jkmff 老大不小
jkmfj 卖不掉
jkmgn 卖到
jkmgt 卖弄
jkmgu 实现
jkmj 实干
jkmkr 寡头政治
jkmku 实无
jkmre 突破
jkmrt 教研
jkmto 突厥
jkmu 突兀
jkmuk 完美无缺
jkmus 老大无成
jkmwd 卖面子
jknfm 实际上
jkng 献丑
jknir 卖名
jknir 朝奏夕召
jknkg 教廷
jknlf 实际
jknlj 故障
jknme 实录
jknmg 实验室
jknml 实验所
jknmm 实验
jknmr 突骑
jknmr 实验站
jknms 卖劲
jknqe 十大建设
jko 故人
jko 丈人
jkodm 实体
jkoii 教令
jkokr 故知
jkomc 家族企业
jkomi 教会
jkoml 卖命
jkomn 实例
jkono 实像
jkool 实价
jkool 卖价
jkop 教化
jkopb 卖人情
jkopj 卖钱
jkouk 实缺
jkoyv 家散人亡
jkp 实心
jkpht 宁缺勿滥
jkpnj 实心弹
jkpqb 实情
jkqbe 教授
jkqje 献技
jkqka 卖春
jkqo 丈夫
jkqou 教规
jkqsr 实据
jkqu 突击
jkquo 突击队
jkqyj 卖掉
jkraa 卖唱
jkrbd 戴天蹐地
jkrbo 教员
jkrd 宰父.谷粱
jkreu 教唆犯
jkrey 教唆罪
jkrie 教唆
jkrmj 实践
jkrui 教导
jksco 教职员
jksed 戴天履地
jksim 实习
jksim 教习
jksjc 教职
jksjr 故居
jksk 教区
jksmm 实习生
jkspl 突尼斯
jkssr 教局
jktar 朝奏暮召
jktc 实业
jktcl 实业界
jktco 实业家
jktjk 教鞭
jktkd 卖关子
jktlu 教养院
jktn 献艺
jktn 卖艺
jktna 卖艺者
jktol 教养
jktop 献花
jktsh 案牍劳形
jkuu 突出
jkuu 献出
jkuu 卖出
jkuui 卖出去
jkvau 献媚
jkvdl 卖断
jkvdn 教练机
jkvdq 教练车
jkvlk 实收
jkvmd 教练
jkvmo 实绩
jkvmr 卖给
jkvmr 教给
jkvvh 故乡
jkwg 故里
jkwht 宁缺毋滥
jkwij 卖国贼
jkwmi 卖国
jkwmi 故国
jkwmu 故园
jkwqs 突围
jkwyi 丈母
jkwyv 丈母娘
jkybd 教育学
jkybf 教育系
jkybi 教育会
jkybk 教育史
jkybl 教育部
jkybl 教育界
jkybm 教育性
jkybn 教育厅
jkybo 教育家
jkybo 教育费
jkybr 教育司
jkybs 教育局
jkyce 突变
jkyck 故交
jkyg 教主
jkyg 卖主
jkyhs 卖方
jkyib 教育
jkyk 卖文
jkyk 教头
jkykk 实效
jkym 献上
jkymp 故此
jkyrl 吏部
jkysd 实施
jkytp 故意
jkytu 故道
jlamo 都是
jldad 都柏林
jldam 审查
jldlc 橐甲束兵
jldlc 櫜甲束兵
jldmi 审查会
jldt 都来
jldvr 空中楼阁
jldyo 审核
jlfno 审判长
jlfnr 审判官
jlfqn 审判
jlfvm 空中小姐
jlgis 都城
jlhdb 审稿
jlhey 审处
jlhnc 牢甲利兵
jlhum 南郭先生
jlifu 审视
jlijl 审计部
jlijy 审计处
jlite 审度
jlivj 审讯
jlivj 审计
jlivk 审议
jlivn 审订
jljbf 审察
jljmo 审定
jljow 安邦定国
jljvd 审案
jlkb 都有
jlkfd 空中大学
jlkgg 老神在在
jllsr 审问
jllsu 审阅
jlmfn 宁折不弯
jlmgg 审理
jlmkd 真命天子
jlmwv 都要
jlnmb 都马调
jlnoo 空中飞人
jlnoq 空中飞车
jlo 窜入
jlodc 案甲休兵
jlogg 空中堡垒
jlois 都会区
jlomi 都会
jlpjc 审慎
jlqtl 宏都拉斯
jlqto 南斯拉夫
jlsuk 窜改
jltal 朝折暮折
jltgk 审美
jluu 窜出
jlvdl 审断
jlvmm 窜红
jlvmr 审结
jlvuq 空中缆车
jlybb 都市病
jlybp 都市化
jlyeu 都督
jlyk 都头
jlykh 空中交易
jlylb 都市
jlylo 窜逃
jlyts 都卜勒
jlytt 窜进
jmaa 宜昌
jmai 空旷
jmb 十一月
jmbio 宜兰县长
jmbkq 空军
jmbmi 宜县
jmbmw 字正腔圆
jmbnh 直肠
jmbys 翅膀
jmcbn 丈二金删
jmcbn 丈二金刚
jmclj 十二金牌
jmcor 空谷
jmcp 十恶
jmdd 翰林
jmddo 翘楚
jmdfm 空档
jmdfn 煮鹤焚琴
jmdhr 空格
jmdm 十五
jmdmh 寄生植物
jmdu 翰札
jmdup 空想
jmebb 空空洞洞
jmebr 空洞
